BGAIN_std,BN_AUG_std
1.545348226234093,0.6610829002241135
2.348099284178825,0.11814887468870654
1.9623560860962252,0.047018383624325234
1.9599155202009702,0.606497938882903
2.596866386013129,0.6693873397784879
2.5469052686848768,0.5686359324196038
2.1567205055261365,0.4797914715120848
0.9045523900104224,0.931307770753618
1.0278593029701724,0.07146839941900282
1.1886777520911023,0.5565999952704506
1.0348245924368806,0.2931835165284551
1.9445367844713937,0.28178025340875107
2.02127760314165,0.4533065624039487
1.6186339170930144,0.4144967708164488
1.7872152632243952,0.49359110249523896
1.3687145392475741,0.43217268441411316
2.1099768804544103,0.44979445228666365
2.5735565936957014,0.13572405809736707
1.1992511227975842,0.5599045705946206
0.8171693680178228,0.5867230074960947
2.7099837722454,0.581408431609279
0.6211991093469048,0.7368972878224147
2.211267918111727,0.8419138538724434
2.023627972350522,0.12748799735371957
2.0177154780584243,0.045761409100307134
1.8971093758814073,0.1283267613374842
2.3551016505168008,0.32905158152191727
2.1165882058578194,0.6315190453842109
0.9229978277131962,0.41331419424520416
1.782092016967848,0.014332310058277422
1.8222843481453908,0.6247966408488975
2.232203216356585,0.2585502629111182
2.862197639642796,0.7883345075058277
2.9791090310405064,1.0550704148141783
2.365642426487464,0.5527613751346947
2.1809198503640155,0.41917017566125087
1.1478475553063123,0.5592289173463048
1.8283317568026864,0.36904621267116766
2.1478926725436347,0.4349321476530281
1.6088640955883515,0.0
2.796273260080844,0.5648483795611997
1.6938140040561591,0.6986509306131461
0.9773614780634828,0.0
2.1839591706505264,0.4991767334412777
2.4812213694630656,0.2966989632072702
1.3086745249555873,0.7591278485294997
2.9251829168334536,0.10956753527999707
2.536078333371035,0.2225062880249839
2.54371410815031,0.0
2.0310460267532338,0.24979731265307303
1.627215892155628,0.1291216493726074
1.0895654661213792,0.47158354742631275
1.8583666286115257,0.6272040641862648
2.4224520729670633,0.6572688171374375
2.3600794718239912,0.26631076723221614
3.157855455739015,0.08035319559159629
2.0736958236399903,0.48992394071491546
2.6275247403065936,0.25842582919068774
3.130125559043788,0.0
2.1878040472057743,0.06890779634260827
2.5829212843515488,0.3313328633394612
2.723544689750325,0.3771296911680224
3.544329481368864,0.1483523808273144
2.703295499025593,0.08877734510511782
2.0354505704856987,0.4146642143614418
1.2656504002138584,0.6197670680443557
2.4297010705138327,0.5752848265331595
1.3475423243999076,0.0
2.383157479702151,0.41366540334268853
2.922778312493488,0.3748967210558946
2.2056002702220585,0.8714422564218859
2.338689709850529,0.013924756380115241
1.7124619522247173,0.5455077709835019
2.3377680740547713,0.5410457715982371
1.479247572564449,0.6020339478758366
2.453684526063924,0.25442499275630803
2.387286754180032,0.8880160031553216
1.5131903621585907,0.7753481192762804
1.6639985478619386,0.48302471449182754
3.3340604610337756,0.13813065914696013
2.433718830205756,0.8081063439544207
1.9443129679755857,0.4655385498588148
2.0894653608564506,0.28846653210936446
1.470440289997943,0.22405551787654282
1.3467912238349595,0.35598217207494376
2.4077774465693103,0.6647726715122103
2.244247210824828,0.36038748189300107
1.9498010317941739,0.4452489074120487
1.549361000979953,0.47288680839385216
1.990255873484447,0.3965662997682565
2.249697058015411,0.7058735235505588
2.5124761226944528,0.35867816869803393
3.15839072550251,0.0
2.651435632340078,0.14305743105454044
1.4978401671939958,0.6950429492262892
1.6859838533625808,0.38778374298350693
2.0961348320301,0.33749801760076414
2.184903597960761,0.4360634770312953
0.6961847607813972,0.5507704103209574
1.4037108710242983,0.5351330572486789
1.8869585070878936,0.31911586410402953
1.6355817869528546,0.4223495077185574
0.0,0.2165665551397559
0.0,0.9047528154343565
0.0,0.28256110395152606
0.0,0.55375969018595
0.0,0.6035687592304311
0.0,0.7475919585466985
0.0,0.6197820990086333
0.0,0.40269562502587125
0.0,0.44909263858213194
0.0,0.9920298537922445
0.0,0.1286913180578641
0.0,0.3977519486898981
0.0,0.46191122694631825
0.0,0.5496048269742037
5.551115123125783e-17,0.7941860165323218
0.0,0.21294332415730652
0.0,0.36829762454326637
2.7755575615628914e-17,0.12961912508988693
0.0,0.683554062450217
0.0,0.2755508041978203
0.0,0.6085341429402699
0.0,0.9133193001923489
0.0,0.3355286221905875
0.0,0.1318478742331398
0.0,0.8231862175928428
0.0,0.5024531167605754
0.0,0.41661460244750087
0.0,0.24002575196282458
0.0,0.24315306311479526
0.0,0.3015910171241914
0.0,0.2783474624542023
0.0,0.6124703671839951
0.0,0.07762083264061781
0.0,0.29140775933742114
0.0,0.3567532926374101
0.0,0.0
0.0,0.41645915297831754
0.0,0.022982189026757697
0.0,1.0222265678520235
0.0,0.630611190083165
0.0,0.2697402547717469
0.0,0.44979682590406606
0.0,0.528905260673936
0.0,0.42472601356901185
0.0,0.304637577976727
0.0,0.234763799605987
0.0,0.4433616166788929
2.220446049250313e-16,0.6393349792935271
0.0,0.851368000749701
0.0,0.042300920330708786
0.0,0.7714604489176906
1.1102230246251565e-16,0.634488492178364
0.0,0.16568965643878927
0.0,0.4543101974925599
0.0,0.39209492469959295
0.0,0.9711710753743874
0.0,0.75839530726484
0.0,0.7528569730537295
